model_key,model_name,family,scope,group,n,n_pos,n_neg,label_rate,auroc,var_auroc,ci_low,ci_high,ci_width,method,alpha,note
step_transformer,Step Transformer,structure,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.533158880920075,0.00032070192123857935,0.4979532483992321,0.5680373433501688,0.07008409495093665,logit,0.05,
step_transformer,Step Transformer,structure,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6068538282249444,0.00033098055043517897,0.5706861614251337,0.6418865462476461,0.07120038482251234,logit,0.05,
step_transformer,Step Transformer,structure,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.6021186440677966,0.001713994082356104,0.5188907976243051,0.6798324944075831,0.16094169678327797,logit,0.05,
step_transformer,Step Transformer,structure,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.6631021594684386,0.0015234413287006587,0.5829052066773177,0.7348922591258469,0.15198705244852917,logit,0.05,
step_transformer,Step Transformer,structure,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.6811836354451031,0.00021718419297208822,0.6516307050167869,0.7093477617764938,0.05771705675970695,logit,0.05,
step_transformer,Step Transformer,structure,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.7589069480980416,0.00019829693849983035,0.7302419609754068,0.7854209954205648,0.055179034445157926,logit,0.05,
step_transformer,Step Transformer,structure,pooled_8,math500_llama8b,500,304,196,0.608,0.642219387755102,0.0006370071061451699,0.5913917761209319,0.6900382401467955,0.09864646402586363,logit,0.05,
step_transformer,Step Transformer,structure,pooled_8,math500_qwen7b,500,361,139,0.722,0.7011598477450727,0.000728755995498,0.6457282318818044,0.7512592738482169,0.1055310419664125,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.762208915661051,3.683213860867405e-05,0.7501101368592756,0.7738984829621178,0.023788346102842195,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.6209811332945662,0.00029075071936648814,0.5870348443200808,0.6537827123024624,0.06674786798238164,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6889367891628553,0.0002830541546682066,0.6550434430355885,0.7209187923861796,0.06587534935059114,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.6956038135593221,0.0014661841916944578,0.6158597212871167,0.7651075957195267,0.14924787443240994,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7177637043189369,0.0014020499986597697,0.6390222996016017,0.785105072830904,0.1460827732293023,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.74014641335935,0.0001858368170490149,0.7125515600457346,0.7659622729104743,0.05341071286473964,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.8188011503611843,0.00015442852763889226,0.7931604553224001,0.8418969032602402,0.048736447937840155,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,math500_llama8b,500,304,196,0.608,0.8264970461868958,0.00035055610579837204,0.7866915119134763,0.8601945372847023,0.073503025371226,logit,0.05,
superhybrid_deberta,SuperHybrid base: DeBERTa re-agg,text,pooled_8,math500_qwen7b,500,361,139,0.722,0.8750772235397278,0.0003227019724441845,0.8354200943487025,0.9062509102654338,0.07083081591673135,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.7882085534651732,3.3862264033641354e-05,0.7765787940712495,0.7993893297640092,0.022810535692759704,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.6433885765975318,0.00028739340381183937,0.609517777437638,0.6758836893551435,0.06636591191750552,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.7178802376320909,0.0002692000503382314,0.6846424146766463,0.7488997141847309,0.06425729950808456,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.7048728813559322,0.0015050399377132158,0.6236568283388281,0.7748885779173103,0.15123174957848218,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7788621262458473,0.0012442877522648955,0.7021675170908042,0.8402990089376997,0.13813149184689555,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.7606727876936767,0.00017261207174986218,0.7339827935078062,0.7854676237609296,0.05148483025312345,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.838748486366863,0.00013891511155581895,0.814292346654699,0.8605355638783879,0.04624321722368896,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,math500_llama8b,500,304,196,0.608,0.8545414876476907,0.0002985325635981954,0.8173108844843194,0.8852500399727391,0.06793915548841967,logit,0.05,
superhybrid_deberta_cond,SuperHybrid base: DeBERTa_Cond re-agg,text,pooled_8,math500_qwen7b,500,361,139,0.722,0.9134099922278244,0.0002754471411753046,0.8748702193109026,0.9408816903534212,0.06601147104251859,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.8026407937939625,3.0697449894334726e-05,0.7915559252917764,0.813275235633297,0.021719310341520526,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.654555146346191,0.00027861415274541706,0.6211512169816985,0.6865002919305393,0.06534907494884079,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.7404903352435028,0.00024826882581871723,0.7084382530946781,0.7701620013286979,0.061723748234019826,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.6782838983050847,0.0015667872314990236,0.5963723793050069,0.7505261401929221,0.15415376088791521,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7835340531561461,0.0011357572629602905,0.7103200059985117,0.8423507437709186,0.13203073777240681,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.7771077915637356,0.00016118353494896635,0.7512391349984431,0.8009989601580686,0.049759825159625515,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.8490933859451333,0.0001221976839591531,0.8261263424297463,0.8695059075388377,0.04337956510909147,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,math500_llama8b,500,304,196,0.608,0.8590729054779805,0.0002816286293067168,0.8228720550273447,0.888874294916885,0.06600223988954024,logit,0.05,
superhybrid_threeprobs,SuperHybrid base: 3-probs passthrough,fusion,pooled_8,math500_qwen7b,500,361,139,0.722,0.9299308475657148,0.00020639606443139739,0.8959945242996986,0.9533702418877764,0.0573757175880778,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.8051064121531861,2.997327240768901e-05,0.7941517313309715,0.8156134710120067,0.021461739681035152,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.6544226917361246,0.00027551141198446985,0.6212096192984662,0.6861946747813468,0.06498505548288058,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.7361617860960693,0.0002506255110896922,0.7039878406522764,0.7660010827578336,0.062013242105557254,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.6734110169491525,0.0015973406060054672,0.5908492029646342,0.7464617720770431,0.15561256911240895,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.775124584717608,0.0012001944001476168,0.7001326804860895,0.8357616463407158,0.13562896585462636,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.7770220477477185,0.00016079949084399776,0.7511859901073984,0.8008864715463482,0.049700481438949784,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.8493987222848552,0.00011953128233741588,0.8266945842175621,0.869597649051641,0.04290306483407891,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,math500_llama8b,500,304,196,0.608,0.8551960257787325,0.00029002247202234127,0.8185290314929642,0.8854907490431554,0.0669617175501912,logit,0.05,
superhybrid_lr,SuperHybrid LR stacker (headline),stacker,pooled_8,math500_qwen7b,500,361,139,0.722,0.9338567926821976,0.00016469019836214317,0.9038099144606178,0.9549853937513775,0.05117547929075972,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.8044799854623785,3.0338206234309198e-05,0.793458482260677,0.8150504465997599,0.021591964339082947,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.6448213478064224,0.0002798512517324681,0.6113976896116509,0.6768894916404441,0.06549180202879323,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.7308553703801063,0.00026405520766667923,0.6978445968212162,0.7614922919200807,0.06364769509886448,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.7069915254237288,0.0014330803763140335,0.6277665936946486,0.7753876301964662,0.14762103650181757,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7617317275747508,0.0012978039326652564,0.6842053756388973,0.8250910718525827,0.1408856962136854,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.7599173151525546,0.00017420128621026222,0.7331054517637664,0.7848262593498795,0.05172080758611308,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.8456694434005595,0.00012409264194117363,0.8225532026668207,0.8662639100214926,0.04371070735467186,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,math500_llama8b,500,304,196,0.608,0.8656518528464018,0.00026810510680542565,0.8302078794573592,0.8946359401350492,0.06442806067769002,logit,0.05,
superhybrid_rf,SuperHybrid RF stacker (headline),stacker,pooled_8,math500_qwen7b,500,361,139,0.722,0.9339763646146795,0.00018725604915508016,0.9015438127296332,0.9562438045746483,0.05469999184501506,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.7555887798936065,3.700251172287246e-05,0.7434706320715949,0.7673136411606392,0.023843009089044243,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.6070104025327906,0.00030601276632819923,0.5722495042171118,0.6407200085733691,0.06847050435625723,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.7056201040954735,0.00027537250539212395,0.6720845665080818,0.7370677413166211,0.06498317480853932,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.5902542372881355,0.0017636876148469597,0.5061703061403731,0.669372972884274,0.16320266674390094,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7052533222591362,0.001374254911957767,0.6278275484732908,0.7724106424645025,0.14458309399121172,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.7411764978517698,0.00018368037598966104,0.7137409509332786,0.7668415471171773,0.05310059618389873,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.7979038790763705,0.0001595229336538552,0.7720159618130318,0.821531740702302,0.04951577888927017,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,math500_llama8b,500,304,196,0.608,0.7817870569280343,0.0004165967438892516,0.739161335798151,0.8191512764407449,0.0799899406425939,logit,0.05,
probe_mlp_h_answer_pooled,Probe MLP h_answer (pooled),hidden,pooled_8,math500_qwen7b,500,361,139,0.722,0.8916279718607384,0.0002497327949283789,0.8565513235666441,0.9189392393545146,0.06238791578787051,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.75334465904216,3.762252116625833e-05,0.7411267898259504,0.7651686016681541,0.024041811842203775,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.6235058473864444,0.00029168167824896124,0.5894907962962563,0.6563454913572845,0.06685469506102815,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6924977656274643,0.00027852128044018453,0.6588594769245948,0.7242075684166865,0.06534809149209175,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.6082627118644067,0.001731615329417049,0.5244132177096393,0.6861756722335378,0.16176245452389848,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7148048172757474,0.0013880426349241113,0.6366007179495766,0.7819439610597414,0.14534324311016478,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.72436375771115,0.00019492399663116345,0.6961770593350538,0.7508712553847785,0.0546941960497247,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.8026666040335714,0.00015841337980544875,0.776832454834762,0.8261793225321391,0.04934686769737706,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,math500_llama8b,500,304,196,0.608,0.7817283163265306,0.0004189217058697904,0.7389777255810478,0.8191903123498077,0.08021258676875986,logit,0.05,
probe_mlp_concat_pooled,"Probe MLP concat(h_last,h_think,h_answer) (pooled)",hidden,pooled_8,math500_qwen7b,500,361,139,0.722,0.8902728232926126,0.0002280719273497541,0.8569920053440103,0.9165625998784057,0.059570594534395394,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.7556865893760856,3.704352495668994e-05,0.7435614889945115,0.7674177101241978,0.023856221129686328,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.6326500613814047,0.0002891793141809121,0.5987332252682637,0.6653026646490825,0.06656943938081883,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.7106250985752589,0.00027034393273501817,0.6773694384689923,0.7417597232567986,0.06439028478780628,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.609322033898305,0.0017787546422468733,0.5242845941458757,0.6881987609641306,0.16391416681825488,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7254983388704318,0.001340507293024353,0.6482990295011999,0.7912096245381853,0.14291059503698544,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.7363053221418342,0.00018644593658571077,0.708687096881085,0.762183828176618,0.05349673129553301,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.7943938160257212,0.00016933676526946332,0.7677167339809994,0.8187305164841949,0.05101378250319555,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,math500_llama8b,500,304,196,0.608,0.7737899436090225,0.0004404700486092075,0.7300417819599593,0.8122715622162126,0.08222978025625327,logit,0.05,
probe_mlp_hidden_plus_genunc_pooled,Probe MLP hidden+genunc (pooled),hidden,pooled_8,math500_qwen7b,500,361,139,0.722,0.8827597202016779,0.00024236885540442,0.8486434239520589,0.9100016002437669,0.06135817629170792,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.7035454744600046,4.5132491355981457e-05,0.690211380183455,0.7165413404434868,0.02632996026003187,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.5852862311817536,0.0003147934736449982,0.5501424074204154,0.6195830327491078,0.06944062532869233,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6340413227485412,0.0003231116586508078,0.5981488028044716,0.6685046833185413,0.07035588051406971,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.5415254237288136,0.001798937393377623,0.45801335739711185,0.6227679258227174,0.1647545684256056,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.6715116279069767,0.0015467792595894715,0.590389778565594,0.7435462915714391,0.1531565130058451,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.691862216639862,0.0002087044508985528,0.6628507423174855,0.7194339361567262,0.05658319383924071,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.767906540982922,0.0001935950536017216,0.7395279365960246,0.7940543090686257,0.05452637247260117,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,math500_llama8b,500,304,196,0.608,0.7176758861439313,0.0005581775874416665,0.669168020234241,0.7616051768839603,0.0924371566497193,logit,0.05,
probe_linear_concat_pooled,Probe Linear concat (pooled),hidden,pooled_8,math500_qwen7b,500,361,139,0.722,0.8075290460152653,0.0005691493365702999,0.7564275259153534,0.8500349689334472,0.09360744301809376,logit,0.05,
probe_linear_h_answer_pooled,Probe Linear h_answer (pooled),hidden,pooled_8,OVERALL,6378,3916,2462,0.6139855754154907,0.7024234140342812,4.49387551959499e-05,0.689119629620997,0.7153930075865614,0.026273377965564393,logit,0.05,
probe_linear_h_answer_pooled,Probe Linear h_answer (pooled),hidden,pooled_8,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.5878109452736319,0.00030779133563833177,0.5530505063820362,0.6217170885673677,0.0686665821853315,logit,0.05,
probe_linear_h_answer_pooled,Probe Linear h_answer (pooled),hidden,pooled_8,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6154671152936229,0.000335291451018507,0.579009760533995,0.6506720815865735,0.07166232105257853,logit,0.05,
probe_linear_h_answer_pooled,Probe Linear h_answer (pooled),hidden,pooled_8,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.538135593220339,0.0017770967642291038,0.4552231166389845,0.6189908419551089,0.16376772531612438,logit,0.05,
probe_linear_h_answer_pooled,Probe Linear h_answer (pooled),hidden,pooled_8,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.6547965116279071,0.0015792386191134692,0.5733690349642531,0.7280538104453936,0.15468477548114057,logit,0.05,
probe_linear_h_answer_pooled,Probe Linear h_answer (pooled),hidden,pooled_8,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.6919201516506843,0.00020881479756562014,0.6629005328503118,0.7194986710030642,0.056598138152752386,logit,0.05,
probe_linear_h_answer_pooled,Probe Linear h_answer (pooled),hidden,pooled_8,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.7728871769176165,0.0001862057973047694,0.7450379733281303,0.7985170847118941,0.05347911138376382,logit,0.05,
probe_linear_h_answer_pooled,Probe Linear h_answer (pooled),hidden,pooled_8,math500_llama8b,500,304,196,0.608,0.7057851100966703,0.0005600253457901012,0.6573789390186088,0.7499536729479417,0.09257473392933291,logit,0.05,
