model_key,model_name,group,n,n_pos,n_neg,label_rate,auroc,var_auroc,ci_low,ci_high,ci_width,method,alpha,protocol,leaky,why_flagged,note
roberta_pooled,RoBERTa-base (pooled),gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.8485818823332915,0.00012635047897956967,0.8252111680578866,0.8693225796561682,0.04411141159828158,logit,0.05,leaky_best_epoch_on_val,False,Pooled RoBERTa fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs (test-set model selection).,
roberta_pooled,RoBERTa-base (pooled),math500_llama8b,500,304,196,0.608,0.8611288265306123,0.00026978417983968017,0.8257062199587607,0.8903086873116969,0.06460246735293618,logit,0.05,leaky_best_epoch_on_val,False,Pooled RoBERTa fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs (test-set model selection).,
roberta_pooled,RoBERTa-base (pooled),math500_qwen7b,500,361,139,0.722,0.929552203112856,0.00018059031793626036,0.898221685010738,0.9517562266167672,0.05353454160602922,logit,0.05,leaky_best_epoch_on_val,False,Pooled RoBERTa fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs (test-set model selection).,
deberta_pooled,DeBERTa-v3-base (pooled),OVERALL,6378,3916,2462,0.6139855754154907,0.7625790462424149,3.67596285815495e-05,0.7504918662094839,0.7742568047883841,0.023764938578900163,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
deberta_pooled,DeBERTa-v3-base (pooled),arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.6215820249402338,0.0002904514282012121,0.5876502213448666,0.65436390243617,0.06671368109130349,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
deberta_pooled,DeBERTa-v3-base (pooled),arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6896307589856825,0.0002817698687721212,0.6558115977869696,0.7215378928060712,0.06572629501910154,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
deberta_pooled,DeBERTa-v3-base (pooled),gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.6942266949152542,0.0014625428189445555,0.6146382737263202,0.7636972546888364,0.14905898096251624,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
deberta_pooled,DeBERTa-v3-base (pooled),gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7196843853820597,0.0013911570796736974,0.641189610118346,0.7867192484147778,0.14552963829643184,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
deberta_pooled,DeBERTa-v3-base (pooled),gsm8k_llama8b,1319,601,718,0.45564821834723274,0.7410108037208181,0.00018474815757172635,0.7134941484395042,0.76674865442065,0.05325450598114578,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
deberta_pooled,DeBERTa-v3-base (pooled),gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.8188716125934277,0.00015356030102634303,0.7933060235604595,0.8419052161600862,0.04859919259962664,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
deberta_pooled,DeBERTa-v3-base (pooled),math500_llama8b,500,304,196,0.608,0.8277977309344791,0.0003436910621424988,0.7883819189990888,0.8611648441960749,0.07278292519698604,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
deberta_pooled,DeBERTa-v3-base (pooled),math500_qwen7b,500,361,139,0.722,0.8718089240518941,0.00034578802029248485,0.8307470413341014,0.9040593930189994,0.07331235168489803,logit,0.05,leaky_best_epoch_on_val,False,Pooled DeBERTa-v3-base fine-tune; OOF fold predictions were picked by best val_AUROC across 3 epochs.,
step_transformer,Step Transformer,OVERALL,6378,3916,2462,0.6139855754154907,0.6751617434856603,4.6432795813130745e-05,0.6616664541687739,0.6883722614463478,0.02670580727757388,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
step_transformer,Step Transformer,arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.5575838340763714,0.0003105757393204731,0.5228195553887953,0.5917928944533517,0.06897333906455638,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
step_transformer,Step Transformer,arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6502795156230833,0.0002993638950332014,0.6156562049448115,0.6833878209001326,0.06773161595532107,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
step_transformer,Step Transformer,gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.5483050847457627,0.0018170602508970272,0.46418316742139343,0.6297542947212792,0.16557112729988577,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
step_transformer,Step Transformer,gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.6970514950166113,0.001430533483775236,0.6182792589859303,0.765727601955193,0.14744834296926268,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
step_transformer,Step Transformer,gsm8k_llama8b,1319,601,718,0.45564821834723274,0.6491281939571466,0.0002283383246360678,0.618969082298499,0.6781414603368379,0.05917237803833886,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
step_transformer,Step Transformer,gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.7327785084972231,0.00020050011351985844,0.7041285302842935,0.7596014019696956,0.05547287168540216,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
step_transformer,Step Transformer,math500_llama8b,500,304,196,0.608,0.6678470730397422,0.0005958563576642983,0.618405711463013,0.7138467294235366,0.09544101796052351,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
step_transformer,Step Transformer,math500_qwen7b,500,361,139,0.722,0.700462344805596,0.0006665839203204841,0.6475578379710077,0.7485096281187668,0.10095179014775901,logit,0.05,leaky_best_epoch_on_val,False,Pooled Step Transformer; OOF fold predictions picked by best val_AUROC per epoch.,
trace_gnn_structural,TraceGIN-structural (pooled),OVERALL,6398,3929,2469,0.614098155673648,0.6433484033782713,4.92245342981224e-05,0.6294822839735875,0.6569783758175419,0.027496091843954407,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.5680461329715061,0.00031055121282229045,0.5332307295704167,0.6022019844074443,0.0689712548370276,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6355501813784764,0.0003227616262477861,0.5996679907200502,0.6699861538627117,0.07031816314266148,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.6446504237288135,0.0016040567440884323,0.5628987099289701,0.7187516055995964,0.15585289567062632,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.6977782392026578,0.0015948564641934124,0.6143362117963815,0.7699279107710171,0.15559169897463554,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),gsm8k_llama8b,1319,601,718,0.45564821834723274,0.5418487757173512,0.00025391154455758685,0.5104937948128113,0.5728757581013575,0.06238196328854617,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.631915737609086,0.0002410361434692639,0.600997137154962,0.661786751368054,0.060789614213092036,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),math500_deepseek_r1,20,13,7,0.65,0.6373626373626373,0.021354103771686186,0.33732654261590106,0.8585260975537945,0.5211995549378934,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),math500_llama8b,500,304,196,0.608,0.6129665682062299,0.0006686466387145122,0.5612335480463934,0.6622704960809546,0.1010369480345612,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_structural,TraceGIN-structural (pooled),math500_qwen7b,500,361,139,0.722,0.5968433009824827,0.0008759874420399764,0.537740174644331,0.6532623112459534,0.11552213660162236,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-structural; OOF picked by best val_AUROC + early stop. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),OVERALL,6398,3929,2469,0.614098155673648,0.7125702049779702,4.3550805844186656e-05,0.6994642257896809,0.7253290839108434,0.02586485812116246,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),arc_challenge_llama8b,1172,770,402,0.6569965870307167,0.5912644569360987,0.0003027839715906662,0.5567727273984773,0.624880459882948,0.06810773248447077,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),arc_challenge_qwen7b,1172,827,345,0.7056313993174061,0.6436920596533655,0.00032061830979352796,0.6078797351836382,0.677966369915175,0.07008663473153676,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),gpqa_diamond_llama8b,198,80,118,0.40404040404040403,0.6002648305084746,0.0018088996849702995,0.5147858086402264,0.6800446270326682,0.16525881839244183,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),gpqa_diamond_qwen7b,198,86,112,0.43434343434343436,0.7401370431893689,0.0013221705678127303,0.6628768141363182,0.804902410322395,0.1420255961860768,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),gsm8k_llama8b,1319,601,718,0.45564821834723274,0.6881265671420428,0.0002157894770288545,0.658635030587218,0.7161682159905769,0.057533185403358944,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),gsm8k_qwen7b,1319,887,432,0.6724791508718726,0.7573672178379055,0.00018582149865173099,0.7296617775118286,0.7830774070071846,0.053415629495356054,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),math500_deepseek_r1,20,13,7,0.65,0.89010989010989,0.006661836332166002,0.6121581723854203,0.9765082755827387,0.3643501031973184,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),math500_llama8b,500,304,196,0.608,0.7664641514500538,0.00048661510266118026,0.7204930812243664,0.8069006777625566,0.08640759653819019,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
trace_gnn_hybrid,TraceGIN-hybrid (pooled),math500_qwen7b,500,361,139,0.722,0.8520098048984636,0.00031861537255604175,0.8135113885104445,0.8836968851899741,0.07018549667952967,logit,0.05,leaky_best_epoch_on_val_plus_earlystop,False,Pooled TraceGIN-hybrid; OOF picked by best val_AUROC AND early-stopped when val_AUROC plateaued. Double leak.,
shapelet_pooled,"Shapelet (LR, fold-local mining)",OVERALL,6364,3924,2440,0.61659333752357,0.6398417264083154,5.054063160610648e-05,0.6257934579188285,0.653654487732828,0.027861029813999516,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",arc_challenge_llama8b,1168,769,399,0.6583904109589042,0.5653291225462876,0.00030363569056844034,0.5309194082061655,0.5991205884621157,0.06820118025595023,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",arc_challenge_qwen7b,1165,825,340,0.7081545064377682,0.5970338680926915,0.00035506212030504626,0.5596182057448224,0.6333533576957926,0.07373515195097025,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",gpqa_diamond_llama8b,189,78,111,0.4126984126984127,0.5221182721182721,0.0019307257526245747,0.4361927937173374,0.6067544040340521,0.17056161031671474,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",gpqa_diamond_qwen7b,192,86,106,0.4479166666666667,0.6518758227292673,0.0016198212382866617,0.5694708574761056,0.7260945144068099,0.15662365693070435,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",gsm8k_llama8b,1319,601,718,0.45564821834723274,0.493222762434012,0.00025054622918133746,0.46226494717992017,0.5242326363257114,0.061967689145791205,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",gsm8k_qwen7b,1318,887,431,0.6729893778452201,0.5958783354303068,0.0002572673812696942,0.5640886142385765,0.6268831876919709,0.06279457345339445,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",math500_deepseek_r1,20,13,7,0.65,0.32967032967032966,0.016981644728897474,0.13407002474320442,0.609708920209486,0.4756388954662816,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",math500_llama8b,494,304,190,0.6153846153846154,0.5812759695290859,0.0007010060662150143,0.5286704933476992,0.6320959955214491,0.1034255021737499,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
shapelet_pooled,"Shapelet (LR, fold-local mining)",math500_qwen7b,499,361,138,0.7234468937875751,0.5415512465373962,0.00081774201214658,0.4852143510864438,0.5968454495826061,0.11163109849616232,logit,0.05,clean_no_epoch_selection,False,"Fold-local info-gain mining + LR. No epoch concept, no test-set peeking. Leakage-safe by construction.",
